,0_drops,10p_adTime,10p_pfx_medianVis,1p_MOASlen,6months_percent,85p_beta_daybins,85p_beta_monthbins,85p_beta_weekbins,90p_adTime,90p_pfx_medianVis,95p_alpha_daybins,95p_alpha_monthbins,95p_alpha_weekbins,99p_MOASlen,ASN,Lifespan,MOAS_add%,MOAS_pfx_%,MOAS_size_add,MOAS_size_pfx,Uptime,bogons%_add,bogons%_pfx,highMaxVis_percent,highMedVis_percent,lowMaxVis_percent,lowMedVis_percent,median/unique_pfx,median_adTime,median_adTime_highMaxVis,median_adTime_highMedVis,median_adTime_lowMaxVis,median_adTime_lowMedVis,median_pfx_medianVis,q1_adTime,q1_adTime_highMaxVis,q1_adTime_highMedVis,q1_adTime_lowMaxVis,q1_adTime_lowMedVis,q1_pfx_medianVis,q3_adTime,q3_adTime_highMaxVis,q3_adTime_highMedVis,q3_adTime_lowMaxVis,q3_adTime_lowMedVis,q3_pfx_medianVis,range_MOASlen,rir_count,rir_gini_add,rir_gini_pfx,size_add,size_pfx,std_MOASlen,top_rir_add,top_rir_pfx,unassigned%_add,unassigned%_pfx,var_MOASlen,HardVotePred,SoftVotePred,Top1000,Top500,Top100,PrivateASN,DDoS,SH,allSH,UCEspam
195,0,0.0138888888889,0.534050179211,1.15740740741e-05,0.657894736842,0.111111111111,0.3,0.133333333333,1085.85069444,0.88555344142,0.04,0.190476190476,0.111111111111,289.920173611,33529,1086.79166667,0.004444444444439999,0.052631578947400004,14186.25,1221,1.0,0.0,0.0,0.9210526315790001,0.605263157895,0.0,0.0,0.526315789474,596.725694444,598.708333333,564.84375,0.0,0.0,0.832262714297,15.190972222200001,121.711805556,10.0243055556,0.0,0.0,0.62155077661,832.4305555560001,833.0902777780001,1084.84027778,0.0,0.0,0.8783038048209999,0.0104166666667,3,0.5555555555555556,0.7096774193548387,450.0,38,59.28692504175641,0.5666666666669999,0.8064516129029999,0.8,0.184210526316,3514.939480906843,1,0,0,0,0,0,0,0,0,0
215,0,0.0034722222222199994,0.025,1.15740740741e-05,0.0984465655999,0.07518796992480001,2.4717948717900002,0.520255863539,178.527777778,0.8369059618970001,0.0731707317073,1.275,0.38211382113799996,369.88888888900004,12586,1825.99652778,0.200867540303,0.0656934306569,2023.0,673,1.0,0.0,0.0,0.162642710088,0.147108366086,0.8358600037430001,0.836047164514,0.0366835111361,0.006944444444439999,225.28819444400003,225.277777778,0.006944444444439999,0.006944444444439999,0.0391390728974,0.0034722222222199994,103.479166667,91.62152777780001,0.0034722222222199994,0.0034722222222199994,0.035460992907800006,1.41319444444,738.026041667,807.701388889,0.024305555555599996,0.024305555555599996,0.0660687297935,338.79513888900004,5,0.5567104181471109,0.562829870859068,4485.5625,5343,61.594262651252606,0.569348360713,0.528354856822,0.0,0.0,3793.853191551491,1,1,1,0,0,0,0,0,0,1
224,35,0.0173611111111,0.16941872885899997,1.15740740741e-05,0.0238095238095,1.0,1.5,1.0,85.64930555560001,0.335347706537,0.0,1.0,1.0,173.38541666700002,65060,1719.00347222,0.9961089494159999,0.97619047619,2133.0,628,0.2498,0.0,0.0,0.0,0.0,0.0952380952381,0.0952380952381,0.0,5.510416666669999,0.0,0.0,0.038194444444400004,0.038194444444400004,0.315497332649,0.0277777777778,0.0,0.0,0.0017361111111099997,0.0017361111111099997,0.188697318008,6.12847222222,0.0,0.0,0.166666666667,0.166666666667,0.331689421213,380.14583333400003,4,0.7844357976653696,0.7238095238095238,257.0,42,36.1542824515271,0.976653696498,0.880952380952,0.0,0.0,1307.1321395848006,1,1,0,0,0,1,0,0,0,0
239,21,0.0104166666667,0.018307173218700002,1.15740740741e-05,0.0,1.0,3.5,1.0,58.7604166667,0.8816612133920001,1.0,1.375,3.0,289.920173611,64035,276.722222222,0.049535603715199994,0.5,14186.25,1221,0.5333,0.0,0.0,0.75,0.625,0.21875,0.375,0.03125,11.5451388889,11.8368055556,11.831597222200001,0.0104166666667,5.53819444444,0.8618451677529999,7.703125,11.1805555556,11.1805555556,0.0,0.00520833333333,0.0186692168713,29.84375,33.3333333333,35.644097222199996,7.7638888888899995,29.84375,0.8653376067,1.1574074074e-05,3,0.7222570532915361,0.6967741935483871,323.0,32,59.28692504175641,0.830721003135,0.8064516129029999,0.012383900928799998,0.03125,3514.939480906843,1,1,0,0,0,0,0,1,1,0
269,5,0.0555555555556,0.768669309895,0.0,0.294117647059,0.5,0.5,0.5,894.6944444439999,0.876977422823,0.0,1.0,0.0,0.0,16913,1825.99652778,0.0,0.0,0.0,0,0.9999,0.0,0.0,1.0,0.9705882352940001,0.0,0.0,0.0588235294118,0.0555555555556,0.0555555555556,0.0555555555556,0.0,0.0,0.8743664567649999,0.0555555555556,0.0555555555556,0.0555555555556,0.0,0.0,0.819238005476,817.920138889,817.920138889,768.4131944439999,0.0,0.0,0.876977422823,0.0,2,0.6363636363636365,0.6545454545454547,388.0,34,0.0,0.590909090909,0.636363636364,0.659793814433,0.0294117647059,0.0,1,1,0,0,0,0,0,0,0,0
313,4,0.22569444444400003,0.622656209724,1.15740740741e-05,0.46153846153800004,0.33333333333299997,4.8,1.2,1802.45138889,0.920404094956,0.25,1.0,0.4,289.920173611,55789,1825.99652778,0.46153846153800004,0.46153846153800004,14186.25,1221,0.9999,0.0,0.0,1.0,0.846153846154,0.0,0.0,0.307692307692,98.9548611111,98.9548611111,81.4236111111,0.0,0.0,0.839799315979,5.41319444444,5.41319444444,1.63888888889,0.0,0.0,0.8196721168179999,1647.49826389,1647.49826389,1779.89583333,0.0,0.0,0.8764833059370001,318.55207176,3,0.7076923076923077,0.7076923076923077,13.0,13,59.28692504175641,0.846153846154,0.846153846154,0.0,0.0,3514.939480906843,1,0,0,0,0,0,0,0,0,0
372,23,0.038194444444400004,0.131205753399,1.15740740741e-05,0.5227272727269999,0.5,1.5,0.5,480.71527777800003,0.964163822526,0.0,1.2857142857100001,0.75,189.47916666700002,46230,1203.90972222,0.918340026774,0.295454545455,10389.0,1272,0.9592,0.0,0.0,0.840909090909,0.477272727273,0.159090909091,0.159090909091,0.0909090909091,287.465277778,287.472222222,159.86458333299998,0.21180555555599997,0.21180555555599997,0.691192330746,0.21180555555599997,104.506944444,0.038194444444400004,0.21180555555599997,0.21180555555599997,0.6853425202519999,345.98090277800003,375.352430556,476.97222222199997,0.21180555555599997,0.21180555555599997,0.924841193013,0.0902777777778,2,0.7957161981258366,0.7636363636363636,373.5,44,51.36563987372558,0.989290495315,0.909090909091,0.0,0.0,2638.4289596372673,1,0,0,0,0,0,0,0,0,1
402,0,0.0,0.0542372881356,1.15740740741e-05,0.0612875324354,0.007772020725390001,0.146276595745,0.029900332225900005,0.03125,0.783050847458,0.024064171123,0.6875,0.456043956044,369.88888888900004,4761,1825.99652778,0.89989761361,0.827628815025,2023.0,673,1.0,0.0,0.0,0.202397133325,0.13147164215999999,0.42530581984399995,0.462498455455,0.047695539355,0.0104166666667,0.024305555555599996,0.024305555555599996,0.0034722222222199994,0.0034722222222199994,0.228813559322,0.0034722222222199994,0.0173611111111,0.0173611111111,0.0034722222222199994,0.0034722222222199994,0.07118644067800001,0.024305555555599996,720.5902777780001,0.024305555555599996,0.006944444444439999,0.006944444444439999,0.50395480226,958.3958217589999,5,0.4728714135596377,0.5733531451213472,152364.0,8093,61.594262651252606,0.445636414424,0.627043090639,0.0131658396997,0.0021005807488,3793.853191551491,1,1,1,1,0,0,1,0,0,1
424,1,13.8923611111,0.7999128840270001,1.15740740741e-05,0.771428571429,0.0454545454545,0.318181818182,0.08,570.458333333,0.825037013806,0.0,1.0,0.346153846154,173.38541666700002,396319,571.125,0.34736842105300003,0.14285714285700002,2133.0,628,1.0,0.0,0.0,1.0,0.9714285714290001,0.0,0.0,0.628571428571,500.77777777800003,500.77777777800003,500.77777777800003,0.0,0.0,0.807867919218,287.42361111099996,287.42361111099996,287.42361111099996,0.0,0.0,0.803644871974,570.458333333,570.458333333,570.458333333,0.0,0.0,0.817848642192,287.534710648,4,0.7284210526315791,0.6628571428571428,95.0,35,36.1542824515271,0.852631578947,0.7428571428569999,0.0,0.0,1307.1321395848006,1,1,0,0,0,0,0,0,0,0
458,63,16.913194444400002,0.8046869015520001,1.15740740741e-05,0.181818181818,1.0,13.0,3.0,203.76388888900001,0.8714669194560001,1.0,3.0,2.0,288.211805556,265237,846.6493055560001,0.7894736842110001,0.8181818181820001,2070.00390625,676,0.5494,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909091,34.8194444444,34.8194444444,34.8194444444,0.0,0.0,0.810325302835,33.0208333333,33.0208333333,33.0208333333,0.0,0.0,0.806511761326,152.04166666700002,152.04166666700002,152.04166666700002,0.0,0.0,0.8555860446979999,3.47230324074,1,0.8,0.7999999999999999,19.0,11,42.007607003242455,1.0,1.0,0.0,0.0,1764.6390461388648,1,1,0,0,0,0,0,0,0,0
467,13,0.006944444444439999,0.06121898597630001,1.15740740741e-05,0.0,0.0,0.0,0.0,0.26041666666700003,0.905602716469,0.0,0.0,0.0,189.47916666700002,88888,1508.25,0.33333333333299997,0.33333333333299997,10389.0,1272,0.0013,0.0,0.0,0.8666666666670001,0.8,0.133333333333,0.2,0.0,0.0555555555556,0.0902777777778,0.0989583333333,0.0034722222222199994,0.006944444444439999,0.835022564372,0.0138888888889,0.0295138888889,0.0295138888889,0.0,0.0,0.7623488815780001,0.135416666667,0.147569444444,0.147569444444,0.006944444444439999,0.0555555555556,0.8746612466120001,0.0659490740741,2,0.7733333333333333,0.7733333333333333,15.0,15,51.36563987372558,0.933333333333,0.933333333333,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
474,61,0.0,0.023044627711,1.15740740741e-05,0.0827586206897,1.0,13.142857142899999,3.5,118.604166667,0.25762241707600003,0.666666666667,2.5,1.4,369.88888888900004,64520,1825.99652778,0.929481311384,0.689655172414,2023.0,673,0.9488,0.0,0.0,0.0,0.0,0.44137931034500005,0.48965517241400003,0.020689655172400002,0.145833333333,0.0,0.0,0.0694444444444,0.0694444444444,0.163369278616,0.015625,0.0,0.0,0.0451388888889,0.0590277777778,0.023044627711,21.092013888900002,0.0,0.0,0.21875,0.586805555556,0.22465579681999998,530.357638889,5,0.6664722036896246,0.5103448275862069,1007.046875,145,61.594262651252606,0.8023459682549999,0.537931034483,0.0,0.0,3793.853191551491,1,1,0,0,0,1,0,0,0,1
500,1,0.201388888889,0.51933564114,1.15740740741e-05,0.0789473684211,1.0,9.666666666669999,1.0,131.19791666700002,0.827100877571,0.5,8.5,1.0,189.47916666700002,9542,774.3819444439999,0.553191489362,0.526315789474,10389.0,1272,1.0,0.0,0.0,0.868421052632,0.7894736842110001,0.026315789473700002,0.026315789473700002,0.052631578947400004,7.819444444439999,9.756944444439998,7.819444444439999,0.0,0.0,0.805495480112,1.53819444444,2.74652777778,2.74305555556,0.0,0.0,0.7819661719609999,19.4375,33.074652777800004,19.1354166667,0.0,0.0,0.821216420575,32.2742824075,2,0.7063829787234042,0.7157894736842106,47.0,38,51.36563987372558,0.7659574468089999,0.7894736842110001,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
