,0_drops,10p_adTime,10p_pfx_medianVis,1p_MOASlen,6months_percent,85p_beta_daybins,85p_beta_monthbins,85p_beta_weekbins,90p_adTime,90p_pfx_medianVis,95p_alpha_daybins,95p_alpha_monthbins,95p_alpha_weekbins,99p_MOASlen,ASN,Lifespan,MOAS_add%,MOAS_pfx_%,MOAS_size_add,MOAS_size_pfx,Uptime,bogons%_add,bogons%_pfx,highMaxVis_percent,highMedVis_percent,lowMaxVis_percent,lowMedVis_percent,median/unique_pfx,median_adTime,median_adTime_highMaxVis,median_adTime_highMedVis,median_adTime_lowMaxVis,median_adTime_lowMedVis,median_pfx_medianVis,q1_adTime,q1_adTime_highMaxVis,q1_adTime_highMedVis,q1_adTime_lowMaxVis,q1_adTime_lowMedVis,q1_pfx_medianVis,q3_adTime,q3_adTime_highMaxVis,q3_adTime_highMedVis,q3_adTime_lowMaxVis,q3_adTime_lowMedVis,q3_pfx_medianVis,range_MOASlen,rir_count,rir_gini_add,rir_gini_pfx,size_add,size_pfx,std_MOASlen,top_rir_add,top_rir_pfx,unassigned%_add,unassigned%_pfx,var_MOASlen,HardVotePred,SoftVotePred,Top1000,Top500,Top100,PrivateASN,DDoS,SH,allSH,UCEspam
2511,31,0.0,0.017441860465099997,1.15740740741e-05,0.00816326530612,0.5,2.33333333333,0.5,0.0,0.45058139534900005,0.0,1.5,1.0,173.38541666700002,133354,1671.42361111,0.08683853459969999,0.08435374149660001,2133.0,628,0.9973,0.0,0.0,0.12380952380999999,0.021768707483,0.6244897959179999,0.663945578231,0.00544217687075,0.0,0.0,0.0,0.0,0.0,0.046511627906999996,0.0,0.0,0.0,0.0,0.0,0.023255813953499998,0.0,0.0,934.953125,0.0,0.0,0.267441860465,8.62846064815,4,0.6789687924016282,0.678639455782313,737.0,735,36.1542824515271,0.7747625508820001,0.774149659864,0.0,0.0,1307.1321395848006,1,1,0,0,0,0,0,0,0,1
2572,16,0.163194444444,0.08353808353810001,1.15740740741e-05,0.111111111111,1.0,4.0,1.0,686.4409722219999,0.8698654932080001,0.0,1.0,1.0,189.47916666700002,45316,822.614583333,0.7988904299580001,0.5,10389.0,1272,0.9975,0.0,0.0,0.611111111111,0.5,0.388888888889,0.388888888889,0.111111111111,2.13541666667,3.23958333333,3.23958333333,0.163194444444,0.163194444444,0.6296999345300001,0.163194444444,2.90625,3.07291666667,0.163194444444,0.163194444444,0.08599508599510002,3.23958333333,5.75,344.84027777800003,0.163194444444,0.163194444444,0.8367970699770001,189.208333334,2,0.7284327323162275,0.7333333333333334,11.265625,18,51.36563987372558,0.821081830791,0.833333333333,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,1
2581,23,20.1597222222,0.796260838551,1.15740740741e-05,0.393939393939,1.0,2.33333333333,1.0,496.98611111099996,0.9235989215739999,0.0,1.33333333333,1.0,289.920173611,12679,1825.99652778,0.298076923077,0.30303030303,14186.25,1221,0.9992,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909091,92.6388888889,92.6388888889,92.6388888889,0.0,0.0,0.8422951744589999,21.993055555599998,21.993055555599998,21.993055555599998,0.0,0.0,0.796670228278,268.96701388900004,268.96701388900004,268.96701388900004,0.0,0.0,0.911649059443,13.0451388889,3,0.5833333333333334,0.5379310344827587,104.0,33,59.28692504175641,0.541666666667,0.48275862069,0.538461538462,0.121212121212,3514.939480906843,1,1,0,0,0,0,0,1,1,1
2590,2,0.899305555556,0.123796592666,1.15740740741e-05,0.407407407407,0.25,0.777777777778,0.5,272.756944444,0.8627583583409999,0.166666666667,1.11111111111,0.909090909091,189.47916666700002,395033,495.09722222199997,0.5,0.62962962963,10389.0,1272,0.9995,0.0,0.0,0.925925925926,0.888888888889,0.07407407407410001,0.111111111111,0.222222222222,40.1111111111,50.9479166667,51.2586805556,5.838541666669999,4.777777777780001,0.8543595868739999,22.7465277778,22.7465277778,22.7465277778,0.899305555556,0.899305555556,0.83814474594,247.902777778,253.58854166700002,253.58854166700002,10.777777777799999,10.777777777799999,0.860165241048,0.815972222222,2,0.6088235294117647,0.7259259259259259,544.0,27,51.36563987372558,0.522058823529,0.814814814815,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,1,0,0
2652,42,0.0,0.0414292506102,1.15740740741e-05,0.047619047619,1.0,5.0,1.0,18.46875,0.789256901461,0.5,4.0,1.0,369.88888888900004,65539,1540.80902778,0.586956521739,0.428571428571,2023.0,673,0.8366,0.0,0.0,0.23809523809500002,0.190476190476,0.190476190476,0.28571428571400004,0.047619047619,3.6597222222199997,5.39930555556,8.432291666669999,3.6597222222199997,3.6597222222199997,0.41474366464100004,0.0104166666667,2.3767361111099996,2.3767361111099996,3.6597222222199997,3.6597222222199997,0.0414292506102,5.05381944444,558.758680556,558.758680556,3.6597222222199997,3.6597222222199997,0.718706678467,1.6944791666699999,5,0.3652173913043478,0.4952380952380953,46.0,21,61.594262651252606,0.369565217391,0.5714285714289999,0.0,0.0,3793.853191551491,1,1,0,0,0,0,0,0,0,0
2654,13,0.0590277777778,0.0184886952128,1.15740740741e-05,0.0507246376812,0.33333333333299997,2.2,1.0,105.295138889,0.817266435948,0.0,5.5,1.0,369.88888888900004,65536,1784.68402778,0.852082174697,0.673913043478,2023.0,673,0.9448,0.0,0.0,0.391304347826,0.36231884057999997,0.550724637681,0.550724637681,0.0289855072464,7.7361111111100005,25.3541666667,27.8923611111,5.48611111111,5.48611111111,0.0796324773397,0.15625,7.84027777778,7.84027777778,0.15625,0.15625,0.0236673431698,27.9722222222,66.0972222222,66.1111111111,7.7361111111100005,7.7361111111100005,0.7766362186579999,64.98960648149999,5,0.6337765643696176,0.4028985507246377,463.5703125,138,61.594262651252606,0.729123481133,0.391304347826,0.0,0.0,3793.853191551491,1,1,0,0,0,0,0,0,0,1
2655,41,0.0034722222222199994,0.060022927616099994,1.15740740741e-05,0.08333333333330001,1.0,4.0,1.5,155.659722222,0.8581669220360001,0.0,4.0,1.0,173.38541666700002,65537,1825.99652778,0.900333810205,0.777777777778,2133.0,628,0.9845,0.0,0.0,0.5277777777780001,0.472222222222,0.0277777777778,0.19444444444400003,0.0277777777778,0.881944444444,1.9861111111099998,1.9861111111099998,155.659722222,0.006944444444439999,0.7316109713600001,0.0104166666667,0.881944444444,0.881944444444,155.659722222,0.0034722222222199994,0.156802120142,2.09375,9.243055555560002,5.614583333330001,155.659722222,155.659722222,0.7708607442380001,2.1979050926,4,0.4612303290414879,0.4444444444444445,65.53125,36,36.1542824515271,0.397234144015,0.444444444444,0.0,0.0,1307.1321395848006,1,1,0,0,0,0,0,0,0,1
2656,42,0.0,0.027360008467000003,1.15740740741e-05,0.0942028985507,1.0,5.55555555556,1.5,147.017361111,0.272516823145,0.7,7.0,1.0,369.88888888900004,65532,1825.81597222,0.955196684412,0.9347826086959999,2023.0,673,0.6362,0.0,0.0,0.0,0.0,0.369565217391,0.42753623188400003,0.0144927536232,0.0104166666667,0.0,0.0,0.0763888888889,0.0763888888889,0.153703703704,0.006944444444439999,0.0,0.0,0.0138888888889,0.006944444444439999,0.055190634065500004,0.472222222222,0.0,0.0,27.8020833333,27.8020833333,0.24629054520399998,750.1145717589999,5,0.7665582907570831,0.6608695652173913,874.65625,138,61.594262651252606,0.9392618528710001,0.7971014492749999,0.0,0.0,3793.853191551491,1,1,0,0,0,1,0,0,0,0
2659,29,1.48611111111,0.784899560511,1.15740740741e-05,0.20588235294100002,0.166666666667,1.3846153846200002,0.33333333333299997,194.91666666700002,0.888812689641,0.08333333333330001,1.625,1.0,189.47916666700002,64489,796.8506944439999,0.851063829787,0.8823529411759999,10389.0,1272,0.4809,0.0,0.0,1.0,0.9705882352940001,0.0,0.0294117647059,0.0,128.690972222,128.690972222,128.725694444,0.0,2.83333333333,0.825486647014,13.822916666700001,13.822916666700001,13.911458333299999,0.0,2.83333333333,0.802012282107,171.774305556,171.774305556,171.777777778,0.0,2.83333333333,0.8353894845819999,0.138923611111,2,0.7659574468085106,0.7764705882352941,47.0,34,51.36563987372558,0.9148936170209999,0.941176470588,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,1
2660,7,2.86458333333,0.8159385823309999,1.15740740741e-05,0.3,1.0,2.0,1.0,1161.44791667,0.8636013336830001,0.0,1.0,1.0,189.47916666700002,43151,1483.06597222,0.307692307692,0.2,10389.0,1272,0.9996,0.0,0.0,1.0,1.0,0.0,0.0,0.2,4.30381944444,4.30381944444,4.30381944444,0.0,0.0,0.85499880473,2.86458333333,2.86458333333,2.86458333333,0.0,0.0,0.8262290934190001,324.152777778,324.152777778,324.152777778,0.0,0.0,0.863590148001,0.0,2,0.7846153846153846,0.76,26.0,10,51.36563987372558,0.9615384615379999,0.9,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
2663,0,0.809027777778,0.539510509043,1.15740740741e-05,0.636363636364,0.25,0.25,0.25,923.947916667,0.8917922149869999,0.0,0.375,0.0,289.920173611,17175,924.142361111,0.796460176991,0.363636363636,14186.25,1221,1.0,0.0,0.0,1.0,0.545454545455,0.0,0.0,0.636363636364,532.788194444,532.788194444,32.1857638889,0.0,0.0,0.823218424328,21.7326388889,21.7326388889,0.809027777778,0.0,0.0,0.553690069628,923.2222222219999,923.2222222219999,923.947916667,0.0,0.0,0.830692400917,0.0,3,0.6288659793814433,0.44,226.0,11,59.28692504175641,0.680412371134,0.4,0.141592920354,0.0909090909091,3514.939480906843,1,1,0,0,0,0,0,0,0,0
2769,44,0.0,0.0891089108911,1.15740740741e-05,0.181818181818,1.0,5.5,1.5,566.986111111,0.895244199241,0.5,1.0,1.0,189.47916666700002,197923,1646.07986111,0.5953307393,0.7272727272730001,10389.0,1272,0.754,0.0,0.0,0.545454545455,0.45454545454499995,0.272727272727,0.363636363636,0.0909090909091,0.0,71.9565972222,143.871527778,0.0,0.0,0.468641114982,0.0,0.0,0.020833333333299998,0.0,0.0,0.113074204947,143.871527778,566.986111111,864.578125,0.0,0.0,0.885531730396,210.53821759299998,2,0.6739299610894942,0.6545454545454544,514.0,11,51.36563987372558,0.6848249027240001,0.636363636364,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
2864,0,0.489583333333,0.843061353383,0.0,0.0909090909091,1.0,1.0,1.0,0.489583333333,0.8430858908519999,0.0,0.0,0.0,0.0,54239,1543.60763889,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909091,0.489583333333,0.489583333333,0.489583333333,0.0,0.0,0.843061353383,0.489583333333,0.489583333333,0.489583333333,0.0,0.0,0.843061353383,0.489583333333,0.489583333333,0.489583333333,0.0,0.0,0.843061353383,0.0,2,0.7875,0.7636363636363636,32.0,11,0.0,0.96875,0.909090909091,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
2875,29,8.70138888889,0.796471975281,1.15740740741e-05,0.128342245989,0.181818181818,1.0,0.3,244.61805555599997,0.885065274983,0.125,1.8181818181799998,1.0,189.47916666700002,59772,1419.26041667,0.07118644067800001,0.07486631016039999,10389.0,1272,0.9374,0.0,0.0,0.994652406417,0.9625668449200001,0.00534759358289,0.0320855614973,0.0588235294118,97.5416666667,97.5416666667,97.5416666667,0.791666666667,0.829861111111,0.870955191297,9.79513888889,9.79513888889,17.821180555599998,0.791666666667,0.829861111111,0.860670904417,129.486111111,129.486111111,133.64583333299998,0.791666666667,0.829861111111,0.8830421949339999,129.982627315,2,0.7701960784313726,0.7589189189189188,295.0,187,51.36563987372558,0.9254901960780001,0.897297297297,0.135593220339,0.0106951871658,2638.4289596372673,1,1,0,0,0,0,0,0,0,1
2897,6,45.7291666667,0.759404645535,1.15740740741e-05,0.777777777778,0.5,1.5,1.0,759.420138889,0.8558137955339999,0.0,1.0,0.666666666667,189.47916666700002,28067,1825.99652778,0.298245614035,0.111111111111,10389.0,1272,0.6569,0.0,0.0,1.0,1.0,0.0,0.0,0.111111111111,223.08506944400003,223.08506944400003,223.08506944400003,0.0,0.0,0.8055989207009999,222.934027778,222.934027778,222.934027778,0.0,0.0,0.805579331084,235.43055555599997,235.43055555599997,235.43055555599997,0.0,0.0,0.8093074081110001,0.125,2,0.7368421052631579,0.7555555555555555,57.0,18,51.36563987372558,0.8421052631579999,0.888888888889,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
2904,34,17.038194444400002,0.675549788546,1.15740740741e-05,0.20652173913,1.0,1.6,1.0,461.680555556,0.8841851434550001,0.0,2.0,1.0,369.88888888900004,56389,1483.40277778,0.36419753086400003,0.29347826086999995,2023.0,673,0.9776,0.0,0.0,1.0,0.847826086957,0.0,0.0,0.119565217391,101.798611111,101.798611111,101.798611111,0.0,0.0,0.863998125312,66.7482638889,66.7482638889,96.1076388889,0.0,0.0,0.803327199516,124.642361111,124.642361111,173.95138888900001,0.0,0.0,0.881874361703,5.277777777780001,5,0.4049382716049383,0.4608695652173914,162.0,92,61.594262651252606,0.475308641975,0.521739130435,0.0,0.0,3793.853191551491,1,1,0,0,0,0,0,0,0,1
2936,23,0.131944444444,0.262112270213,1.15740740741e-05,0.7272727272730001,1.0,3.66666666667,1.0,696.572916667,0.855558543361,0.0,1.5,1.0,189.47916666700002,201735,1331.57638889,0.814814814815,0.8181818181820001,10389.0,1272,0.9984,0.0,0.0,0.909090909091,0.8181818181820001,0.0909090909091,0.0909090909091,0.363636363636,296.833333333,296.84548611099996,296.85763888900004,0.131944444444,0.131944444444,0.825919623635,39.53125,241.38541666700002,261.114583333,0.131944444444,0.131944444444,0.8199582101780001,696.5243055560001,696.5243055560001,696.548611111,0.131944444444,0.131944444444,0.8479389447779999,38.902789351799996,2,0.7407407407407407,0.7636363636363636,27.0,11,51.36563987372558,0.8518518518520001,0.909090909091,0.0,0.0,2638.4289596372673,1,1,0,0,0,0,0,0,0,0
2973,9,15.9826388889,0.8037007240549999,1.15740740741e-05,0.0,0.33333333333299997,5.88888888889,1.375,58.861111111099994,0.808384123681,1.0,1.22222222222,1.125,288.211805556,39536,63.0625,0.3,0.272727272727,2070.00390625,676,0.9424,0.0,0.0,1.0,1.0,0.0,0.0,0.636363636364,49.9166666667,49.9166666667,49.9166666667,0.0,0.0,0.8073876214390001,16.201388888900002,16.201388888900002,16.201388888900002,0.0,0.0,0.804760542233,58.7916666667,58.7916666667,58.7916666667,0.0,0.0,0.808022464067,0.89931712963,1,0.8,0.7999999999999999,40.0,11,42.007607003242455,1.0,1.0,0.0,0.0,1764.6390461388648,1,0,0,0,0,0,0,1,0,0
